No,Date,Time,Voltage (V),Current (A),Power (W),Energy (kWh),Frequency (Hz),PF
1505,1/9/2026,6:58:00,196.7,0.82,90.2,7,50,0.56
1506,1/9/2026,6:56:00,195.8,0.73,75.9,7,50,0.53
1507,1/9/2026,6:54:00,196,0.75,76.7,6.99,50,0.52
1508,1/9/2026,6:52:00,194.8,0.81,83.9,6.99,50,0.53
1509,1/9/2026,6:50:00,195.7,0.81,90.8,6.99,50,0.57
1510,1/9/2026,6:48:00,196.1,0.77,79.8,6.99,50,0.53
1511,1/9/2026,6:46:00,197.4,0.79,82.7,6.98,50,0.53
1512,1/9/2026,6:44:00,195.2,0.7,73.4,6.98,50,0.54
1513,1/9/2026,6:42:00,195.2,0.68,78.1,6.98,50,0.59
1514,1/9/2026,6:40:00,197.4,0.81,85.9,6.97,50,0.54
1515,1/9/2026,6:38:00,198,0.7,74,6.97,50,0.54
1516,1/9/2026,6:36:00,197.1,0.73,78.7,6.97,50,0.55
1517,1/9/2026,6:34:00,199.7,0.7,80.9,6.97,50,0.57
1518,1/9/2026,6:32:00,201.6,0.77,78.5,6.96,50,0.51
1519,1/9/2026,6:30:00,202.2,0.67,70.1,6.96,49.9,0.52
1520,1/9/2026,6:28:00,205,0.69,74.9,6.96,50,0.53
1521,1/9/2026,6:26:00,205.6,0.7,83.2,6.96,50,0.58
1522,1/9/2026,6:24:00,202.4,0.8,84,6.95,50,0.52
1523,1/9/2026,6:22:00,197.4,0.69,72.2,6.95,50,0.53
1524,1/9/2026,6:20:00,199.4,0.72,77.8,6.95,50,0.54
1525,1/9/2026,6:18:00,201.3,0.69,74,6.95,50,0.53
1526,1/9/2026,6:16:00,199.8,0.8,87.3,6.94,50,0.55
1527,1/9/2026,6:14:00,200.4,0.67,69.2,6.94,50,0.52
1528,1/9/2026,6:12:00,202.6,0.62,64.7,6.94,50,0.52
1529,1/9/2026,6:10:00,202.4,0.62,64,6.94,50,0.51
1530,1/9/2026,6:08:00,202,0.74,84,6.93,50,0.56
1531,1/9/2026,6:06:00,199.4,0.6,59.7,6.93,50,0.5
1532,1/9/2026,6:04:00,198.3,0.64,70.3,6.93,50,0.55
1533,1/9/2026,6:02:00,198.1,0.74,77,6.93,50,0.53
1534,1/9/2026,5:56:00,196.4,0.3,24.7,6.92,50,0.42
1535,1/9/2026,5:54:00,198.2,0.26,19.2,6.92,50,0.37
1536,1/9/2026,5:52:00,199.1,0.28,22,6.92,50,0.39
1537,1/9/2026,5:50:00,197.3,0.29,22.7,6.92,50,0.4
1538,1/9/2026,5:48:00,199.3,0.29,23.3,6.91,50,0.4
1539,1/9/2026,5:46:00,199.1,0.3,23.6,6.91,49.9,0.4
1540,1/9/2026,5:44:00,197,0.28,21.2,6.91,50,0.38
1541,1/9/2026,5:42:00,196.4,0.32,26.4,6.91,50,0.42
1542,1/9/2026,5:40:00,197.8,0.32,27.6,6.91,50,0.44
1543,1/9/2026,5:38:00,197.4,0.31,24.7,6.91,49.9,0.41
1544,1/9/2026,5:36:00,198.3,0.29,22.4,6.91,50,0.39
1545,1/9/2026,5:34:00,199.2,0.3,24.4,6.91,50,0.41
1546,1/9/2026,5:32:00,196.5,0.32,27.8,6.91,50,0.44
1547,1/9/2026,5:30:00,193.7,0.34,30.2,6.91,50,0.45
1548,1/9/2026,5:28:00,194.9,0.37,33,6.91,49.9,0.46
1549,1/9/2026,5:26:00,194.7,0.37,33.6,6.91,50,0.47
1550,1/9/2026,5:24:00,195.9,0.36,33,6.91,50,0.46
1551,1/9/2026,5:22:00,197.3,0.38,36,6.9,50,0.48
1552,1/9/2026,5:20:00,197.9,0.35,32.2,6.9,50,0.46
1553,1/9/2026,5:18:00,198.3,0.39,39,6.9,50,0.5
1554,1/9/2026,5:16:00,197.2,0.44,45.5,6.9,50,0.53
1555,1/9/2026,5:14:00,198,0.35,30.8,6.9,50,0.45
1556,1/9/2026,5:12:00,197,0.38,37.8,6.9,50,0.5
1557,1/9/2026,5:12:00,197,0.38,37.8,6.9,50,0.5
1558,1/9/2026,5:10:00,198.9,0.36,32.7,6.9,49.9,0.46
1559,1/9/2026,5:08:00,196.7,0.31,25.4,6.89,50,0.42
1560,1/9/2026,5:06:00,194.4,0.31,25.7,6.89,50,0.42
1561,1/9/2026,5:04:00,198.4,0.3,24.3,6.89,49.9,0.4
1562,1/9/2026,5:02:00,197.6,0.33,28.9,6.89,50,0.44
1563,1/9/2026,5:00:00,196.4,0.37,35.6,6.89,50,0.48
1564,1/9/2026,4:58:00,197,0.28,20.9,6.89,50,0.37
1565,1/9/2026,4:56:00,197.8,0.37,34,6.89,50,0.47
1566,1/9/2026,4:54:00,198.2,0.28,19.6,6.89,49.9,0.36
1567,1/9/2026,4:52:00,200.5,0.28,19.9,6.89,50,0.36
1568,1/9/2026,4:50:00,198.2,0.28,20.4,6.89,50,0.37
1569,1/9/2026,4:48:00,197.3,0.29,21.2,6.89,49.9,0.37
1570,1/9/2026,4:46:00,198.7,0.29,21.7,6.89,49.9,0.38
1571,1/9/2026,4:44:00,200.3,0.3,24.1,6.89,50,0.4
1572,1/9/2026,4:42:00,201.1,0.24,17.3,6.89,50,0.36
1573,1/9/2026,4:40:00,200.7,0.24,17.3,6.88,50,0.36
1574,1/9/2026,4:38:00,202.3,0.24,17.5,6.88,50,0.36
1575,1/9/2026,4:36:00,203.3,0.24,17.4,6.88,50,0.36
1576,1/9/2026,4:34:00,200.4,0.24,17.4,6.88,50,0.37
1577,1/9/2026,4:32:00,200.8,0.24,17.6,6.88,50,0.37
1578,1/9/2026,4:30:00,202.1,0.24,17.5,6.88,49.9,0.36
1579,1/9/2026,4:28:00,200.3,0.24,17.4,6.88,50,0.37
1580,1/9/2026,4:26:00,200.4,0.24,17.4,6.88,50,0.37
1581,1/9/2026,4:24:00,202.9,0.24,17.5,6.88,49.9,0.37
1582,1/9/2026,4:22:00,201.3,0.24,17.5,6.88,50,0.37
1583,1/9/2026,4:20:00,199.9,0.24,17.5,6.88,50,0.37
1584,1/9/2026,4:18:00,200.3,0.24,17.5,6.88,50,0.37
1585,1/9/2026,4:16:00,199,0.24,17.4,6.88,50,0.37
1586,1/9/2026,4:14:00,200.5,0.24,17.5,6.88,50,0.37
1587,1/9/2026,4:12:00,199.3,0.24,17.7,6.88,50,0.37
1588,1/9/2026,4:10:00,201.5,0.23,16.6,6.87,50,0.36
1589,1/9/2026,4:08:00,200.6,0.23,16.5,6.87,50,0.36
1590,1/9/2026,4:06:00,198.5,0.23,16.7,6.87,49.9,0.37
1591,1/9/2026,4:04:00,198.7,0.24,17.6,6.87,50,0.37
1592,1/9/2026,4:02:00,198.9,0.24,18.1,6.87,50,0.37
1593,1/9/2026,4:00:00,199.3,0.24,17.9,6.87,50,0.37
1594,1/9/2026,3:58:00,197.2,0.24,17.9,6.87,49.9,0.37
1595,1/9/2026,3:56:00,198.8,0.24,17.8,6.87,50,0.37
1596,1/9/2026,3:54:00,198.3,0.24,17.7,6.87,50,0.37
1597,1/9/2026,3:52:00,198.1,0.24,17.7,6.87,50,0.37
1598,1/9/2026,3:50:00,198.7,0.24,17.7,6.87,50,0.37
1599,1/9/2026,3:48:00,198.5,0.24,17.8,6.87,50,0.37
1600,1/9/2026,3:46:00,196.8,0.24,17.6,6.87,50,0.38
1601,1/9/2026,3:44:00,197.4,0.24,17.8,6.87,50,0.38
1602,1/9/2026,3:42:00,196.3,0.23,16.6,6.87,50,0.37
1603,1/9/2026,3:40:00,194.4,0.23,16.8,6.87,50,0.37
1604,1/9/2026,3:38:00,194.6,0.23,16.7,6.87,50,0.37
1605,1/9/2026,3:36:00,197,0.23,16.6,6.86,50,0.37
1606,1/9/2026,3:34:00,195,0.23,16.9,6.86,50,0.38
1607,1/9/2026,3:32:00,200.1,0.24,17.6,6.86,50,0.37
1608,1/9/2026,3:30:00,198.4,0.24,17.7,6.86,50,0.37
1609,1/9/2026,3:28:00,196.9,0.24,17.7,6.86,50,0.38
1610,1/9/2026,3:26:00,202.2,0.24,17.5,6.86,50,0.36
1611,1/9/2026,3:24:00,201.2,0.23,17.4,6.86,50,0.37
1612,1/9/2026,3:22:00,199.8,0.24,17.6,6.86,50,0.37
1613,1/9/2026,3:20:00,200.3,0.23,17.5,6.86,50,0.37
1614,1/9/2026,3:18:00,199.9,0.23,17.5,6.86,50,0.37
1615,1/9/2026,3:16:00,201.1,0.24,17.7,6.86,50,0.37
1616,1/9/2026,3:14:00,201.4,0.23,17.6,6.86,50,0.37
1617,1/9/2026,3:12:00,202,0.23,17.7,6.86,50,0.37
1618,1/9/2026,3:10:00,200.8,0.23,16.7,6.86,50,0.37
1619,1/9/2026,3:08:00,199.2,0.23,16.7,6.86,50,0.37
1620,1/9/2026,3:06:00,203,0.23,16.7,6.86,50,0.36
1621,1/9/2026,3:04:00,204.4,0.22,16.4,6.86,50,0.36
1622,1/9/2026,3:02:00,203.3,0.23,16.6,6.86,50,0.36
1623,1/9/2026,3:00:00,203.3,0.23,16.6,6.86,50,0.36
1624,1/9/2026,2:58:00,202.1,0.23,16.6,6.85,50,0.36
1625,1/9/2026,2:56:00,200.9,0.23,16.6,6.85,50,0.36
1626,1/9/2026,2:54:00,200.9,0.23,16.6,6.85,50,0.36
1627,1/9/2026,2:52:00,197.7,0.23,16.8,6.85,50,0.37
1628,1/9/2026,2:50:00,197.9,0.23,16.9,6.85,50,0.37
1629,1/9/2026,2:48:00,200.4,0.23,16.6,6.85,50,0.36
1630,1/9/2026,2:46:00,201.5,0.23,16.7,6.85,50,0.36
1631,1/9/2026,2:44:00,200.9,0.23,16.6,6.85,50,0.36
1632,1/9/2026,2:42:00,202.1,0.23,16.6,6.85,50,0.36
1633,1/9/2026,2:40:00,203.8,0.23,16.6,6.85,50,0.36
1634,1/9/2026,2:38:00,203.6,0.23,16.6,6.85,50,0.36
1635,1/9/2026,2:36:00,199.5,0.23,16.7,6.85,50,0.37
1636,1/9/2026,2:34:00,199.8,0.23,16.6,6.85,50,0.36
1637,1/9/2026,2:32:00,202.3,0.24,17.5,6.85,49.9,0.37
1638,1/9/2026,2:30:00,200.8,0.24,17.6,6.85,50,0.37
1639,1/9/2026,2:28:00,199,0.24,17.6,6.85,50,0.37
1640,1/9/2026,2:26:00,200.9,0.24,17.7,6.84,50,0.37
1641,1/9/2026,2:24:00,200.6,0.24,18.1,6.84,50,0.37
1642,1/9/2026,2:22:00,200.2,0.24,17.7,6.84,50,0.37
1643,1/9/2026,2:20:00,201.1,0.24,17.6,6.84,50,0.37
1644,1/9/2026,2:18:00,200.7,0.23,17.5,6.84,50,0.37
1645,1/9/2026,2:16:00,198.5,0.24,17.7,6.84,50,0.37
1646,1/9/2026,2:14:00,197.8,0.24,17.7,6.84,50,0.38
1647,1/9/2026,2:12:00,199.1,0.24,17.6,6.84,50,0.37
1648,1/9/2026,2:10:00,198.8,0.24,17.5,6.84,50,0.37
1649,1/9/2026,2:08:00,199.3,0.24,17.8,6.84,50,0.38
1650,1/9/2026,2:06:00,199.7,0.24,17.6,6.84,50,0.37
1651,1/9/2026,2:04:00,199.9,0.24,17.6,6.84,49.9,0.37
1652,1/9/2026,2:02:00,200.7,0.24,17.6,6.84,50,0.37
1653,1/9/2026,2:00:00,200.4,0.24,17.6,6.84,50,0.37
1654,1/9/2026,1:58:00,203.5,0.23,17.5,6.84,50,0.37
1655,1/9/2026,1:56:00,205.2,0.22,16.3,6.84,49.9,0.36
1656,1/9/2026,1:54:00,203.7,0.22,16.5,6.84,50,0.36
1657,1/9/2026,1:52:00,200.4,0.22,16.5,6.84,49.9,0.37
1658,1/9/2026,1:50:00,202,0.22,16.5,6.84,50,0.36
1659,1/9/2026,1:48:00,201.2,0.22,16.6,6.83,50,0.37
1660,1/9/2026,1:46:00,201.1,0.22,16.5,6.83,50,0.37
1661,1/9/2026,1:44:00,200.4,0.22,16.5,6.83,50,0.37
1662,1/9/2026,1:42:00,201.4,0.22,16.5,6.83,50,0.37
1663,1/9/2026,1:40:00,201.3,0.23,16.7,6.83,50,0.37
1664,1/9/2026,1:38:00,201.2,0.22,16.5,6.83,50,0.37
1665,1/9/2026,1:36:00,202.5,0.22,16.5,6.83,50,0.37
1666,1/9/2026,1:34:00,200.4,0.22,16.4,6.83,49.9,0.36
1667,1/9/2026,1:32:00,201.2,0.23,17.6,6.83,50,0.37
1668,1/9/2026,1:30:00,202.6,0.23,17.4,6.83,50,0.37
1669,1/9/2026,1:28:00,203.9,0.23,17.4,6.83,50,0.36
1670,1/9/2026,1:26:00,205.1,0.23,17.2,6.83,50,0.36
1671,1/9/2026,1:24:00,205.3,0.23,17.2,6.83,50,0.36
1672,1/9/2026,1:22:00,208.1,0.23,17.5,6.83,50,0.36
1673,1/9/2026,1:20:00,207.5,0.23,17.4,6.83,50,0.36
1674,1/9/2026,1:18:00,206.6,0.23,17.1,6.83,49.9,0.36
1675,1/9/2026,1:16:00,205.8,0.23,17.3,6.82,50,0.37
1676,1/9/2026,1:14:00,204.5,0.23,17.3,6.82,49.9,0.37
1677,1/9/2026,1:12:00,203.7,0.23,17.4,6.82,50,0.37
1678,1/9/2026,1:10:00,200.4,0.22,16.5,6.82,50,0.37
1679,1/9/2026,1:08:00,199.9,0.22,16.5,6.82,50,0.37
1680,1/9/2026,1:06:00,201.3,0.22,16.5,6.82,49.9,0.37
1681,1/9/2026,1:04:00,201.7,0.22,16.5,6.82,50,0.37
1682,1/9/2026,1:02:00,202.6,0.22,16.4,6.82,50,0.37
1683,1/9/2026,1:00:00,202.2,0.22,16.3,6.82,50,0.36
1684,1/9/2026,0:58:00,203.2,0.22,16.4,6.82,49.9,0.37
1685,1/9/2026,0:56:00,203.8,0.22,16.6,6.82,50,0.37
1686,1/9/2026,0:54:00,202.8,0.22,16.4,6.82,50,0.37
1687,1/9/2026,0:52:00,204,0.22,16.3,6.82,49.9,0.36
1688,1/9/2026,0:50:00,202,0.22,16.5,6.82,50,0.37
1689,1/9/2026,0:48:00,202.3,0.22,16.4,6.82,50,0.37
1690,1/9/2026,0:46:00,202.1,0.25,19.4,6.82,49.9,0.39
1691,1/9/2026,0:44:00,204.4,0.22,16.7,6.82,50,0.37
1692,1/9/2026,0:42:00,204.3,0.22,16.5,6.82,49.9,0.37
1693,1/9/2026,0:40:00,203.7,0.22,16.5,6.82,50,0.37
1694,1/9/2026,0:38:00,203.4,0.22,16.5,6.81,50,0.37
1695,1/9/2026,0:36:00,203.8,0.22,16.5,6.81,50,0.37
1696,1/9/2026,0:34:00,205.3,0.22,16.4,6.81,49.9,0.36
1697,1/9/2026,0:32:00,203.7,0.23,17.5,6.81,49.9,0.37
1698,1/9/2026,0:30:00,202.8,0.23,17.4,6.81,50,0.38
1699,1/9/2026,0:28:00,200.3,0.23,17.5,6.81,49.9,0.38
1700,1/9/2026,0:26:00,198.7,0.23,17.5,6.81,50,0.38
1701,1/9/2026,0:24:00,202,0.23,17.6,6.81,50,0.38
1702,1/9/2026,0:22:00,201.9,0.23,17.5,6.81,50,0.38
1703,1/9/2026,0:20:00,200.4,0.23,17.5,6.81,49.9,0.38
1704,1/9/2026,0:18:00,200.6,0.23,17.8,6.81,50,0.38
1705,1/9/2026,0:16:00,200.5,0.23,17.4,6.81,50,0.38
1706,1/9/2026,0:14:00,203.2,0.23,17.7,6.81,50,0.38
1707,1/9/2026,0:12:00,201.6,0.29,24.2,6.81,50,0.42
1708,1/9/2026,0:10:00,201.4,0.22,16.5,6.81,50,0.37
1709,1/9/2026,0:08:00,200.1,0.22,16.6,6.81,50,0.38
1710,1/9/2026,0:06:00,201.1,0.22,16.4,6.8,50,0.37
1711,1/9/2026,0:04:00,200,0.22,16.7,6.8,49.9,0.38
1712,1/9/2026,0:02:00,200.1,0.22,16.8,6.8,50,0.38
1713,1/9/2026,0:00:00,202.1,0.22,16.6,6.8,50,0.38
1714,1/8/2026,23:58:00,199,0.22,16.5,6.8,50,0.38
1715,1/8/2026,23:56:00,199.4,0.22,16.5,6.8,50,0.38
1716,1/8/2026,23:54:00,200.5,0.22,16.5,6.8,50,0.37
1717,1/8/2026,23:52:00,202.1,0.22,16.6,6.8,50,0.37
1718,1/8/2026,23:50:00,202.2,0.22,16.6,6.8,49.9,0.37
1719,1/8/2026,23:48:00,200.9,0.22,16.4,6.8,50,0.37
1720,1/8/2026,23:46:00,198.1,0.22,16.5,6.8,49.9,0.38
1721,1/8/2026,23:44:00,202.2,0.23,17.4,6.8,49.9,0.38
1722,1/8/2026,23:42:00,201.8,0.23,17.6,6.8,50,0.38
1723,1/8/2026,23:40:00,200.6,0.23,17.5,6.8,49.9,0.38
1724,1/8/2026,23:38:00,198.6,0.23,17.7,6.8,50,0.39
1725,1/8/2026,23:36:00,199.1,0.23,17.7,6.8,50,0.39
1726,1/8/2026,23:34:00,200.7,0.23,17.3,6.8,50,0.38
1727,1/8/2026,23:32:00,199.8,0.23,17.4,6.8,50,0.39
1728,1/8/2026,23:30:00,200.5,0.22,17.4,6.8,50,0.39
1729,1/8/2026,23:28:00,200.5,0.22,17.2,6.79,49.9,0.38
1730,1/8/2026,23:26:00,201.1,0.22,17.2,6.79,49.9,0.39
1731,1/8/2026,23:24:00,198.7,0.22,17.4,6.79,50,0.39
1732,1/8/2026,23:22:00,198.7,0.23,17.7,6.79,50,0.39
1733,1/8/2026,23:20:00,198.1,0.22,17.4,6.79,50,0.39
1734,1/8/2026,23:18:00,199.3,0.22,17.4,6.79,50,0.39
1735,1/8/2026,23:16:00,196.5,0.23,17.5,6.79,50,0.39
1736,1/8/2026,23:14:00,198.1,0.22,17.4,6.79,50,0.39
1737,1/8/2026,23:12:00,196.9,0.23,17.7,6.79,50,0.4
1738,1/8/2026,23:10:00,199.9,0.22,16.8,6.79,50,0.39
1739,1/8/2026,23:08:00,197,0.22,16.8,6.79,50,0.39
1740,1/8/2026,23:06:00,199.6,0.21,16.3,6.79,50,0.38
1741,1/8/2026,23:04:00,198.8,0.21,16.4,6.79,49.9,0.39
1742,1/8/2026,23:02:00,197.7,0.22,16.5,6.79,49.9,0.39
1743,1/8/2026,23:00:00,199.5,0.21,16.3,6.79,49.9,0.38
1744,1/8/2026,22:58:00,201.4,0.21,16.4,6.79,49.9,0.38
1745,1/8/2026,22:56:00,193.9,0.22,16.6,6.78,50,0.39
1746,1/8/2026,22:54:00,198.4,0.22,16.5,6.78,50,0.39
1747,1/8/2026,22:52:00,198.4,0.22,16.6,6.78,50,0.39
1748,1/8/2026,22:50:00,200.7,0.21,16.4,6.78,50,0.38
1749,1/8/2026,22:48:00,202.3,0.21,16.4,6.78,50,0.38
1750,1/8/2026,22:46:00,200.1,0.21,16.4,6.78,50,0.38
1751,1/8/2026,22:44:00,196.6,0.22,16.5,6.78,50,0.39
1752,1/8/2026,22:42:00,195.8,0.21,16.4,6.78,50,0.39
1753,1/8/2026,22:40:00,197.1,0.21,16.3,6.78,50,0.39
1754,1/8/2026,22:38:00,197.6,0.22,16.6,6.78,50,0.39
1755,1/8/2026,22:36:00,198.6,0.22,16.8,6.78,50,0.39
1756,1/8/2026,22:34:00,196.5,0.21,16.4,6.78,50,0.39
1757,1/8/2026,22:32:00,196.5,0.22,17.5,6.78,50,0.4
1758,1/8/2026,22:30:00,198.3,0.22,17.5,6.78,50,0.4
1759,1/8/2026,22:28:00,200.8,0.22,17.2,6.78,50,0.39
1760,1/8/2026,22:26:00,201,0.22,17.3,6.78,50,0.39
1761,1/8/2026,22:24:00,199.2,0.22,17.5,6.78,50,0.4
1762,1/8/2026,22:22:00,194.3,0.22,17.5,6.78,50,0.4
1763,1/8/2026,22:20:00,196.2,0.22,17.1,6.78,50,0.4
1764,1/8/2026,22:18:00,195.7,0.22,17.4,6.77,50,0.4
1765,1/8/2026,22:16:00,195.4,0.22,17.4,6.77,50,0.4
1766,1/8/2026,22:14:00,194.9,0.22,17.4,6.77,50,0.4
1767,1/8/2026,22:12:00,196.9,0.22,17.4,6.77,50,0.4
1768,1/8/2026,22:10:00,199,0.21,16.3,6.77,50,0.39
1769,1/8/2026,22:08:00,201,0.21,16.2,6.77,49.9,0.38
1770,1/8/2026,22:06:00,197.8,0.21,16.4,6.77,50,0.39
1771,1/8/2026,22:04:00,197.5,0.21,16.8,6.77,50,0.4
1772,1/8/2026,22:02:00,193.4,0.21,16.5,6.77,50,0.4
1773,1/8/2026,22:00:00,194.2,0.21,16.5,6.77,50,0.4
1774,1/8/2026,21:58:00,196.3,0.21,16.5,6.77,50,0.39
1775,1/8/2026,21:56:00,195.4,0.22,16.7,6.77,50,0.4
1776,1/8/2026,21:54:00,198,0.21,16.4,6.77,49.9,0.39
1777,1/8/2026,21:52:00,193.6,0.21,16.7,6.77,50,0.4
1778,1/8/2026,21:50:00,195.6,0.21,16.6,6.77,49.9,0.4
1779,1/8/2026,21:48:00,193.7,0.22,16.7,6.77,49.9,0.4
1780,1/8/2026,21:46:00,196.7,0.21,16.7,6.76,50,0.4
1781,1/8/2026,21:44:00,198.3,0.21,16.6,6.76,50,0.39
1782,1/8/2026,21:42:00,197,0.21,16.5,6.76,50,0.4
1783,1/8/2026,21:40:00,195.9,0.21,16.4,6.76,50,0.4
1784,1/8/2026,21:38:00,194.4,0.21,16.5,6.76,50,0.4
1785,1/8/2026,21:36:00,195.6,0.21,16.4,6.76,50,0.4
1786,1/8/2026,21:34:00,196,0.21,16.5,6.76,50,0.4
1787,1/8/2026,21:32:00,194.8,0.22,17.6,6.76,50,0.41
1788,1/8/2026,21:30:00,195.3,0.22,17.6,6.76,50,0.41
1789,1/8/2026,21:28:00,196.2,0.22,17.7,6.76,49.9,0.41
1790,1/8/2026,21:26:00,196.8,0.22,17.6,6.76,50,0.4
1791,1/8/2026,21:24:00,193.8,0.22,17.8,6.76,50,0.41
1792,1/8/2026,21:22:00,195.7,0.23,17.9,6.76,50,0.4
1793,1/8/2026,21:20:00,196.2,0.22,17.6,6.76,50,0.4
1794,1/8/2026,21:18:00,192.4,0.22,17.7,6.76,50,0.41
1795,1/8/2026,21:16:00,195.3,0.22,17.9,6.76,50,0.41
1796,1/8/2026,21:14:00,198.6,0.22,17.9,6.76,49.9,0.4
1797,1/8/2026,21:12:00,200.2,0.22,17.6,6.76,50,0.4
1798,1/8/2026,21:10:00,198,0.21,16.7,6.76,50,0.39
1799,1/8/2026,21:08:00,200,0.21,16.7,6.75,50,0.39
1800,1/8/2026,21:06:00,199.7,0.21,16.7,6.75,50,0.39
1801,1/8/2026,21:04:00,200.7,0.21,16.6,6.75,50,0.39
1802,1/8/2026,21:02:00,202.7,0.21,16.7,6.75,50,0.39
1803,1/8/2026,21:00:00,203.5,0.21,16.5,6.75,50,0.38
1804,1/8/2026,20:58:00,201.5,0.21,16.5,6.75,50,0.39
1805,1/8/2026,20:56:00,203.3,0.21,16.5,6.75,50,0.39
1806,1/8/2026,20:54:00,199.5,0.21,16.6,6.75,50,0.4
1807,1/8/2026,20:52:00,198.3,0.21,16.7,6.75,50,0.4
1808,1/8/2026,20:50:00,200,0.21,16.7,6.75,50,0.39
1809,1/8/2026,20:48:00,199.1,0.21,16.6,6.75,50,0.4
1810,1/8/2026,20:46:00,197.2,0.21,16.7,6.75,49.9,0.4
1811,1/8/2026,20:44:00,195.1,0.21,16.8,6.75,50,0.4
1812,1/8/2026,20:42:00,193.6,0.21,16.9,6.75,49.9,0.41
1813,1/8/2026,20:40:00,196.4,0.21,16.8,6.75,50,0.4
1814,1/8/2026,20:38:00,196.4,0.21,16.9,6.75,50,0.4
1815,1/8/2026,20:36:00,198.1,0.21,16.9,6.74,50,0.4
1816,1/8/2026,20:34:00,197.1,0.21,16.6,6.74,50,0.4
1817,1/8/2026,20:32:00,198.2,0.22,17.6,6.74,50,0.41
1818,1/8/2026,20:30:00,197.1,0.22,17.7,6.74,50,0.41
1819,1/8/2026,20:28:00,196.9,0.22,17.8,6.74,50,0.41
1820,1/8/2026,20:26:00,193.4,0.22,18,6.74,50,0.41
1821,1/8/2026,20:24:00,191.6,0.23,18,6.74,50,0.42
1822,1/8/2026,20:22:00,192,0.22,18,6.74,49.9,0.42
1823,1/8/2026,20:20:00,192,0.23,18,6.74,50,0.41
1824,1/8/2026,20:18:00,193.6,0.22,17.9,6.74,50,0.41
1825,1/8/2026,20:16:00,192,0.23,17.9,6.74,50,0.41
1826,1/8/2026,20:14:00,192.8,0.23,18,6.74,50,0.41
1827,1/8/2026,20:12:00,194.6,0.23,17.9,6.74,50,0.41
1828,1/8/2026,20:10:00,193.6,0.22,16.8,6.74,50,0.4
1829,1/8/2026,20:08:00,194.9,0.21,16.8,6.74,50,0.4
1830,1/8/2026,20:06:00,197.4,0.21,16.8,6.74,50,0.4
1831,1/8/2026,20:04:00,194.1,0.22,16.9,6.74,49.9,0.4
1832,1/8/2026,20:02:00,195.8,0.22,16.8,6.74,50,0.4
1833,1/8/2026,20:00:00,196.2,0.22,16.7,6.74,49.9,0.39
1834,1/8/2026,20:00:00,196.2,0.22,16.7,6.74,49.9,0.39
1835,1/8/2026,20:00:00,196.2,0.22,16.7,6.74,49.9,0.39
1836,1/8/2026,19:58:00,197.8,0.22,17.7,6.73,50,0.4
1837,1/8/2026,19:56:00,201.2,0.21,16.5,6.73,49.9,0.38
1838,1/8/2026,19:54:00,198.8,0.23,18.5,6.73,50,0.4
1839,1/8/2026,19:46:00,196.4,0.23,17.7,6.73,50,0.4
1840,1/8/2026,19:46:00,196.4,0.23,17.7,6.73,50,0.4
1841,1/8/2026,19:44:00,196.4,0.23,17.8,6.73,50,0.4
1842,1/8/2026,19:42:00,197.6,0.22,17.6,6.73,50,0.4
1843,1/8/2026,19:40:00,197.9,0.23,17.7,6.73,50,0.39
1844,1/8/2026,19:38:00,196.7,0.23,17.9,6.73,50,0.4
1845,1/8/2026,19:34:00,196.9,0.23,17.8,6.73,50,0.4
1846,1/8/2026,19:32:00,196,0.22,17.8,6.73,50,0.4
1847,1/8/2026,19:30:00,197,0.22,17.7,6.73,50,0.4
1848,1/8/2026,19:30:00,197,0.22,17.7,6.73,50,0.4
1849,1/8/2026,19:28:00,198,0.24,19.9,6.73,50,0.42
1850,1/8/2026,19:28:00,198,0.24,19.9,6.73,50,0.42
1851,1/8/2026,19:26:00,196.7,0.22,17.7,6.72,49.9,0.4
1852,1/8/2026,19:24:00,196.1,0.29,25.4,6.72,49.9,0.45
1853,1/8/2026,19:22:00,196.6,0.29,25.4,6.72,50,0.45
1854,1/8/2026,19:20:00,196,0.28,25,6.72,50,0.45
1855,1/8/2026,19:20:00,196,0.28,25,6.72,50,0.45
1856,1/8/2026,19:18:00,195.1,0.29,25.3,6.72,49.9,0.45
1857,1/8/2026,19:14:00,194.9,0.28,25,6.72,50,0.45
1858,1/8/2026,19:12:00,195.8,0.28,25,6.72,49.9,0.45
1859,1/8/2026,19:08:00,194.6,0.28,24.1,6.72,50,0.45
1860,1/8/2026,19:06:00,197.3,0.27,23.8,6.72,50,0.44
1861,1/8/2026,18:32:00,197.5,0.29,25.2,6.7,49.9,0.44
1862,1/8/2026,18:30:00,195.5,0.29,25.1,6.7,49.9,0.44
1863,1/8/2026,18:28:00,197.9,0.29,25.1,6.7,50,0.44
1864,1/8/2026,18:24:00,195.6,0.3,24.7,6.7,50,0.42
1865,1/8/2026,18:20:00,193.6,0.3,24.9,6.7,49.9,0.42
1866,1/8/2026,18:16:00,195.9,0.31,25,6.7,49.9,0.42
1867,1/8/2026,18:14:00,193.2,0.3,24.8,6.7,50,0.43
1868,1/8/2026,18:08:00,194.2,0.29,23.5,6.69,50,0.41
1869,1/8/2026,18:02:00,192.6,0.28,23.7,6.69,50,0.44
1870,1/8/2026,17:58:00,190.1,0.29,23.4,6.69,50,0.42
1871,1/8/2026,17:56:00,190.5,0.29,23.5,6.69,50,0.42
